,time,difficulty,duration,reward,web,email,mobile,social,bogo,discount,informational,age,income,member_date_int,F,M,offer_impact,preds
17,0,10,7,2,1,1,1,0,0,1,0,53,96000.0,1521,0,1,-0.2003463203463204,0.056627005
18,0,0,3,0,0,1,1,1,0,0,1,51,56000.0,1476,1,0,-0.05758087201125176,0.493486
19,0,5,7,5,1,1,1,0,1,0,0,118,65405.0,731,0,0,-0.033217391304347824,0.06817901
20,0,10,7,10,0,1,1,1,1,0,0,79,67000.0,1064,0,1,-0.3827714285714286,0.39448136
21,0,10,7,2,1,1,1,0,0,1,0,118,65405.0,1711,0,0,0.16316831683168315,-0.12930161
22,0,5,5,5,1,1,1,1,1,0,0,53,56000.0,1639,0,1,-0.10983074753173484,-0.021267414
23,0,10,10,2,1,1,1,1,0,1,0,39,67000.0,1602,1,0,1.1201428571428569,0.16673616
24,0,0,3,0,0,1,1,1,0,0,1,68,58000.0,1654,0,1,-0.024769452449567724,0.38678497
25,0,10,7,10,0,1,1,1,1,0,0,38,64000.0,1543,0,1,-0.21562857142857145,0.29297587
26,0,5,7,5,1,1,1,0,1,0,0,55,51000.0,1805,1,0,-0.037159253945480634,0.033756584
27,0,7,7,3,1,1,1,1,0,1,0,36,57000.0,1519,1,0,0.10121428571428573,0.17583275
28,0,5,7,5,1,1,1,0,1,0,0,52,72000.0,1772,0,1,4.796059471823663,0.12697658
29,0,7,7,3,1,1,1,1,0,1,0,61,44000.0,1478,0,1,-0.02539454806312769,-0.045995474
30,0,5,7,5,1,1,1,0,1,0,0,62,73000.0,981,0,1,-0.3089857142857143,0.24924445
31,0,10,7,10,0,1,1,1,1,0,0,54,118000.0,1298,0,1,-0.2644017094017094,0.63647676
32,0,10,7,10,0,1,1,1,1,0,0,118,65405.0,1702,0,0,-0.012042857142857142,0.022557855
33,0,0,3,0,0,1,1,1,0,0,1,47,74000.0,890,1,0,-0.3378409090909091,0.6980816
34,0,10,10,2,1,1,1,1,0,1,0,44,36000.0,1535,0,1,-0.031246376811594208,-0.1070447
35,0,7,7,3,1,1,1,1,0,1,0,30,54000.0,1132,0,1,0.008743271221532067,0.2863673
36,0,10,10,2,1,1,1,1,0,1,0,47,86000.0,1307,0,1,-0.3152669552669552,0.2756203
37,0,5,7,5,1,1,1,0,1,0,0,72,39000.0,1503,0,1,-0.1365625,-0.098667145
38,0,10,10,2,1,1,1,1,0,1,0,100,63000.0,760,1,0,-0.2917739628040057,0.093060225
39,0,10,10,2,1,1,1,1,0,1,0,73,95000.0,1532,0,1,1.7006801152737752,0.025570601
40,0,10,10,2,1,1,1,1,0,1,0,20,32000.0,744,0,1,-0.1330965909090909,0.12933156
41,0,10,5,10,1,1,1,1,1,0,0,24,69000.0,637,0,1,-0.094950634696756,0.119384944
42,0,7,7,3,1,1,1,1,0,1,0,52,85000.0,270,0,1,-0.2033475783475784,0.094620585
43,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1724,0,0,-0.011414285714285715,-0.12084979
44,0,10,7,10,0,1,1,1,1,0,0,42,71000.0,1534,1,0,-0.0966231884057971,0.27500403
45,0,10,5,10,1,1,1,1,1,0,0,48,62000.0,766,0,1,3.6717743300423127,0.21972069
46,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1449,0,0,-0.04179022988505749,0.011903167
47,0,5,5,5,1,1,1,1,1,0,0,73,92000.0,1429,0,1,-0.4321852387843705,0.2909458
48,0,10,10,2,1,1,1,1,0,1,0,67,71000.0,1476,1,0,-0.12482954545454546,0.124052644
49,0,7,7,3,1,1,1,1,0,1,0,57,41000.0,1735,0,1,1.0373974540311175,-0.10303944
50,0,10,7,2,1,1,1,0,0,1,0,50,57000.0,1002,0,1,-0.4133333333333333,0.25484395
51,0,10,10,2,1,1,1,1,0,1,0,43,69000.0,829,0,1,-0.22474747474747475,0.20665362
52,0,5,5,5,1,1,1,1,1,0,0,57,71000.0,1601,0,1,-0.14992947813822285,0.05699563
53,0,10,7,10,0,1,1,1,1,0,0,42,48000.0,1510,0,1,-0.02637142857142857,0.08261779
54,0,10,10,2,1,1,1,1,0,1,0,62,39000.0,1687,0,1,-0.03608011444921316,-0.14836955
55,0,7,7,3,1,1,1,1,0,1,0,56,56000.0,755,0,1,-0.11316165951359082,0.15192693
56,0,7,7,3,1,1,1,1,0,1,0,67,56000.0,890,0,1,-0.1351798561151079,0.15256977
57,0,10,7,10,0,1,1,1,1,0,0,118,65405.0,1055,0,0,-0.013991477272727277,0.25620762
58,0,10,5,10,1,1,1,1,1,0,0,63,41000.0,1326,1,0,-0.08434097421203438,0.17019379
59,0,10,7,2,1,1,1,0,0,1,0,61,99000.0,1049,1,0,-0.22104667609618106,0.37492007
60,0,10,10,2,1,1,1,1,0,1,0,80,48000.0,1626,1,0,-0.6130113636363638,-0.10150713
61,0,10,5,10,1,1,1,1,1,0,0,63,70000.0,1506,1,0,1.2698490028490028,0.10376784
62,0,0,3,0,0,1,1,1,0,0,1,42,94000.0,864,0,1,-0.31245738636363635,0.68352914
63,0,7,7,3,1,1,1,1,0,1,0,43,52000.0,927,0,1,-0.24461103253182465,0.20913658
64,0,0,4,0,1,1,1,0,0,0,1,118,65405.0,1553,0,0,-0.010524781341107872,-0.025660038
65,0,10,7,10,0,1,1,1,1,0,0,84,57000.0,1752,1,0,-0.08191304347826088,0.163365
66,0,7,7,3,1,1,1,1,0,1,0,36,58000.0,1364,1,0,-0.12404829545454545,0.39647177
67,0,5,7,5,1,1,1,0,1,0,0,67,89000.0,1768,0,1,-0.12815295815295816,0.05939126
68,0,10,5,10,1,1,1,1,1,0,0,51,100000.0,1748,0,1,5.4953247496423465,0.16698858
69,0,10,7,10,0,1,1,1,1,0,0,118,65405.0,1360,0,0,-0.016332378223495703,0.2571001
70,0,5,5,5,1,1,1,1,1,0,0,48,68000.0,1513,0,1,-0.14219512195121953,0.055698335
71,0,10,7,10,0,1,1,1,1,0,0,25,53000.0,1662,0,1,-0.01352857142857143,0.21259916
72,0,0,4,0,1,1,1,0,0,0,1,62,61000.0,1581,0,1,-0.088056338028169,0.07927045
73,0,5,7,5,1,1,1,0,1,0,0,65,66000.0,1628,1,0,-0.08636094674556212,0.07030752
74,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1568,0,0,-0.04227142857142857,-0.118074834
75,0,5,5,5,1,1,1,1,1,0,0,53,104000.0,1274,0,1,-0.304132581100141,0.3424079
76,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1565,0,0,-0.002687411598302687,-0.12035161
77,0,5,7,5,1,1,1,0,1,0,0,63,94000.0,909,1,0,-0.33185507246376816,0.2882136
78,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1338,0,0,-0.022258522727272727,0.07974011
79,0,10,7,2,1,1,1,0,0,1,0,58,55000.0,847,0,1,-0.221875,0.16541055
80,0,10,10,2,1,1,1,1,0,1,0,24,38000.0,1800,0,1,-0.008366477272727272,-0.043483615
81,0,10,7,10,0,1,1,1,1,0,0,48,57000.0,1220,0,1,1.85027417027417,0.4017659
82,0,10,5,10,1,1,1,1,1,0,0,57,33000.0,1460,0,1,-0.030451339915373764,-0.034567654
83,0,10,7,2,1,1,1,0,0,1,0,62,85000.0,1509,0,1,-0.05257425742574258,0.04899597
84,0,10,5,10,1,1,1,1,1,0,0,61,67000.0,786,1,0,-0.5062426900584795,0.25420803
85,0,0,4,0,1,1,1,0,0,0,1,41,41000.0,654,0,1,-0.0436056338028169,0.13281542
86,0,5,7,5,1,1,1,0,1,0,0,63,89000.0,783,0,0,-0.2379857142857143,0.25137603
87,0,5,7,5,1,1,1,0,1,0,0,47,77000.0,1658,0,1,-0.09051948051948053,0.09584692
88,0,10,10,2,1,1,1,1,0,1,0,87,55000.0,620,0,1,-0.06984375,-0.050662458
89,0,10,10,2,1,1,1,1,0,1,0,86,84000.0,646,1,0,-0.1984826589595376,0.055648
90,0,0,3,0,0,1,1,1,0,0,1,25,53000.0,1545,0,1,-0.022433192686357246,0.45556664
91,0,0,3,0,0,1,1,1,0,0,1,62,117000.0,1804,1,0,-0.24194008559201144,0.67789704
92,0,10,10,2,1,1,1,1,0,1,0,61,63000.0,1352,0,1,1.8461713859910585,0.18205422
93,0,10,7,10,0,1,1,1,1,0,0,37,47000.0,1799,1,0,-0.12056115107913667,0.24289396
94,0,5,7,5,1,1,1,0,1,0,0,37,59000.0,1671,0,1,-0.07347701149425287,0.15232149
95,0,10,7,10,0,1,1,1,1,0,0,59,36000.0,395,0,1,-0.07353606789250354,0.03896743
96,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1356,0,0,-0.024903409090909087,0.07963437
97,0,5,5,5,1,1,1,1,1,0,0,51,73000.0,939,1,0,2.31968345323741,0.32012
98,0,0,4,0,1,1,1,0,0,0,1,118,65405.0,1167,0,0,-0.020357653791130186,0.20486537
99,0,5,5,5,1,1,1,1,1,0,0,62,48000.0,1514,0,1,-0.13044159544159542,-0.10158801
100,0,0,4,0,1,1,1,0,0,0,1,118,65405.0,1650,0,0,-0.005028169014084508,-0.025884867
101,0,20,10,5,1,1,0,0,0,1,0,55,83000.0,1518,0,1,-0.15966810966810965,0.009451449
102,0,5,5,5,1,1,1,1,1,0,0,45,75000.0,1759,1,0,-0.06830703012912483,0.13819906
103,0,7,7,3,1,1,1,1,0,1,0,49,74000.0,1583,1,0,-0.03731258840169732,0.12690717
104,0,7,7,3,1,1,1,1,0,1,0,56,80000.0,758,1,0,-0.30815714285714285,0.2872417
105,0,10,5,10,1,1,1,1,1,0,0,47,62000.0,314,1,0,-0.15337094499294782,0.06753138
106,0,0,3,0,0,1,1,1,0,0,1,67,99000.0,1442,0,0,-0.4798863636363637,0.6485808
107,0,5,5,5,1,1,1,1,1,0,0,118,65405.0,1706,0,0,-0.028208744710860368,-0.117301226
108,0,5,5,5,1,1,1,1,1,0,0,83,93000.0,1417,1,0,-0.4012661870503597,0.33681026
109,0,10,10,2,1,1,1,1,0,1,0,69,97000.0,1307,1,0,0.8032919708029198,0.28617427
110,0,5,5,5,1,1,1,1,1,0,0,73,63000.0,179,0,1,-0.3317329545454545,-0.011458635
111,0,7,7,3,1,1,1,1,0,1,0,41,89000.0,1658,1,0,-0.1835754985754985,0.25626642
112,0,10,7,10,0,1,1,1,1,0,0,38,61000.0,1600,0,1,-0.02682926829268293,0.28011754
113,0,7,7,3,1,1,1,1,0,1,0,47,53000.0,1823,0,1,-0.09555716353111432,0.031990767
114,0,5,5,5,1,1,1,1,1,0,0,79,61000.0,1716,1,0,-0.04423076923076923,0.019119084
115,0,10,7,10,0,1,1,1,1,0,0,30,43000.0,1350,0,1,-0.06756718528995757,0.3400061
116,0,10,5,10,1,1,1,1,1,0,0,34,50000.0,110,0,1,-0.048801128349788434,0.07923177
117,0,10,7,2,1,1,1,0,0,1,0,67,67000.0,792,1,0,4.344708767627222,0.25443083
118,0,10,5,10,1,1,1,1,1,0,0,59,90000.0,1479,1,0,5.394713681241185,0.19087657
119,0,10,10,2,1,1,1,1,0,1,0,34,50000.0,1663,0,1,-0.15725968436154947,0.030256629
120,0,10,7,2,1,1,1,0,0,1,0,62,88000.0,1792,1,0,-0.0780635838150289,0.093583554
121,0,10,7,2,1,1,1,0,0,1,0,70,99000.0,1567,0,1,-0.3139885222381636,0.09757218
122,0,10,7,2,1,1,1,0,0,1,0,51,99000.0,1703,0,1,-0.07374285714285715,0.123580426
123,0,0,3,0,0,1,1,1,0,0,1,72,49000.0,1482,0,1,-0.006349431818181818,0.39783695
124,0,0,3,0,0,1,1,1,0,0,1,118,65405.0,1474,0,0,-0.01638888888888889,0.35460785
125,0,5,5,5,1,1,1,1,1,0,0,73,46000.0,1777,0,1,-0.03386363636363637,-0.1071378
126,0,0,4,0,1,1,1,0,0,0,1,59,61000.0,1799,0,1,-0.04640845070422536,0.08317128
127,0,7,7,3,1,1,1,1,0,1,0,61,52000.0,1634,0,1,-0.033762376237623765,-0.02393198
128,0,7,7,3,1,1,1,1,0,1,0,26,41000.0,1734,1,0,-0.02292929292929293,0.017604232
129,0,7,7,3,1,1,1,1,0,1,0,50,73000.0,1079,0,1,2.6256003256003253,0.33639935
130,0,0,3,0,0,1,1,1,0,0,1,118,65405.0,1567,0,0,0.20305084745762714,0.3028343
131,0,20,10,5,1,1,0,0,0,1,0,64,59000.0,1507,0,1,-0.07759825327510918,-0.06473678
132,0,10,10,2,1,1,1,1,0,1,0,62,55000.0,738,1,0,-0.13607703281027106,0.16094637
133,0,7,7,3,1,1,1,1,0,1,0,32,38000.0,1728,0,1,-0.03452991452991453,-0.020535052
134,0,10,5,10,1,1,1,1,1,0,0,66,62000.0,1309,1,0,-0.23413294797687856,0.26900283
135,0,10,5,10,1,1,1,1,1,0,0,58,92000.0,1295,1,0,-0.3361406025824964,0.33861232
136,0,10,10,2,1,1,1,1,0,1,0,56,91000.0,1817,1,0,-0.06713876967095851,0.0798547
137,0,10,7,10,0,1,1,1,1,0,0,63,96000.0,1467,0,1,-0.10282885431400283,0.26878566
138,0,20,10,5,1,1,0,0,0,1,0,47,77000.0,951,1,0,0.9146829268292682,0.26923913
139,0,10,7,10,0,1,1,1,1,0,0,61,100000.0,761,0,1,-1.4192503536067893,0.4381395
140,0,10,7,10,0,1,1,1,1,0,0,69,36000.0,603,0,1,-0.08105714285714287,0.038170666
141,0,5,7,5,1,1,1,0,1,0,0,70,78000.0,1556,1,0,-0.04446958981612447,0.09434259
142,0,0,3,0,0,1,1,1,0,0,1,43,47000.0,1691,1,0,-0.07774964838255978,0.35235015
143,0,10,7,10,0,1,1,1,1,0,0,118,65405.0,777,0,0,-0.028638360175695463,0.2071845
144,0,5,5,5,1,1,1,1,1,0,0,118,65405.0,829,0,0,-0.0186904761904762,0.064362794
145,0,10,5,10,1,1,1,1,1,0,0,22,50000.0,1554,1,0,-0.02842031029619182,0.10593963
146,0,10,7,2,1,1,1,0,0,1,0,84,68000.0,1720,1,0,-0.17875530410183876,0.04901874
147,0,5,5,5,1,1,1,1,1,0,0,60,68000.0,1556,0,1,-0.024090267983074752,0.011572331
148,0,5,5,5,1,1,1,1,1,0,0,47,62000.0,945,0,1,-0.17841642228739005,0.20280609
149,0,10,5,10,1,1,1,1,1,0,0,57,38000.0,1204,0,1,-0.031043723554301836,0.11875278
150,0,10,7,10,0,1,1,1,1,0,0,42,63000.0,1411,0,1,2.8552050919377656,0.40026292
151,0,10,7,10,0,1,1,1,1,0,0,47,53000.0,1548,1,0,-0.11283453237410072,0.2157534
152,0,10,10,2,1,1,1,1,0,1,0,63,73000.0,1433,0,1,1.5362130681818182,0.1979925
153,0,0,4,0,1,1,1,0,0,0,1,54,91000.0,1461,1,0,-0.09266197183098593,0.26482797
154,0,5,7,5,1,1,1,0,1,0,0,37,100000.0,791,1,0,-0.2847153284671533,0.4780679
155,0,10,7,10,0,1,1,1,1,0,0,74,61000.0,773,0,0,-0.512998585572843,0.31080028
156,0,5,7,5,1,1,1,0,1,0,0,55,76000.0,1375,0,0,-0.3302142857142857,0.3098177
157,0,5,5,5,1,1,1,1,1,0,0,74,72000.0,1585,1,0,-0.3198852223816356,0.10058457
158,0,10,7,10,0,1,1,1,1,0,0,118,65405.0,853,0,0,-0.0693917963224894,0.20614111
159,0,5,5,5,1,1,1,1,1,0,0,43,63000.0,1522,1,0,-0.1156,0.07224858
160,0,10,10,2,1,1,1,1,0,1,0,73,75000.0,1793,1,0,-0.7310086455331413,0.057030797
161,0,7,7,3,1,1,1,1,0,1,0,49,79000.0,1626,1,0,-0.03171145685997171,0.12623546
162,0,10,7,10,0,1,1,1,1,0,0,67,35000.0,1673,0,1,0.5649731626754747,0.03858885
163,0,0,4,0,1,1,1,0,0,0,1,49,54000.0,1612,1,0,-0.2754244604316547,0.17207351
164,0,7,7,3,1,1,1,1,0,1,0,64,102000.0,1105,1,0,-0.29995756718528993,0.39271563
165,0,10,7,10,0,1,1,1,1,0,0,46,32000.0,1533,0,1,-0.09846590909090908,0.08805323
166,0,10,7,10,0,1,1,1,1,0,0,20,59000.0,1611,1,0,-0.0186987270155587,0.24609563
167,0,5,5,5,1,1,1,1,1,0,0,29,67000.0,1539,0,1,-0.014866008462623412,0.10479325
168,0,5,5,5,1,1,1,1,1,0,0,98,52000.0,1716,0,1,-0.2395695839311333,-0.1015594
169,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1739,0,0,-0.01654232424677188,-0.15987402
170,0,10,5,10,1,1,1,1,1,0,0,59,72000.0,1600,1,0,-0.2485179640718563,0.10403931
171,0,0,4,0,1,1,1,0,0,0,1,81,62000.0,4,1,0,-0.1397142857142857,0.12250766
172,0,7,7,3,1,1,1,1,0,1,0,76,99000.0,775,0,1,2.6283592644978784,0.29578426
173,0,10,5,10,1,1,1,1,1,0,0,66,74000.0,1570,0,1,-0.026952789699570816,0.05045283
174,0,10,10,2,1,1,1,1,0,1,0,57,83000.0,1050,0,1,-0.23315340909090904,0.24798703
175,0,10,7,2,1,1,1,0,0,1,0,60,93000.0,4,0,1,-0.1508,0.04166591
176,0,10,10,2,1,1,1,1,0,1,0,50,42000.0,1581,0,1,-0.009152298850574713,-0.1089887
177,0,10,7,2,1,1,1,0,0,1,0,58,77000.0,1135,1,0,-0.19213578500707207,0.33165672
178,0,10,7,10,0,1,1,1,1,0,0,56,57000.0,252,0,1,-0.07278571428571427,0.119190454
179,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1583,0,0,-0.006420454545454545,-0.15941423
180,0,10,5,10,1,1,1,1,1,0,0,72,53000.0,1776,0,1,-0.08216524216524218,-0.020868659
181,0,0,3,0,0,1,1,1,0,0,1,58,33000.0,1732,0,1,-0.012244318181818184,0.30799574
182,0,10,7,10,0,1,1,1,1,0,0,51,61000.0,609,0,1,-0.09086280056577084,0.16207656
183,0,0,4,0,1,1,1,0,0,0,1,40,70000.0,1803,0,1,-0.08294452347083926,0.3143586
184,0,0,3,0,0,1,1,1,0,0,1,53,100000.0,1071,0,1,-0.3446590909090909,0.73448914
185,0,10,10,2,1,1,1,1,0,1,0,58,31000.0,1523,0,1,-0.12387784090909094,-0.14464295
186,0,5,5,5,1,1,1,1,1,0,0,52,46000.0,1527,1,0,-0.13521861777150918,-0.023324251
187,0,7,7,3,1,1,1,1,0,1,0,83,52000.0,1311,0,1,-0.3468233618233619,0.22066015
188,0,10,5,10,1,1,1,1,1,0,0,44,55000.0,828,0,1,-0.15154294032023288,0.19552433
189,0,10,5,10,1,1,1,1,1,0,0,66,96000.0,1232,0,1,-0.39393419170243216,0.29699087
190,0,10,7,10,0,1,1,1,1,0,0,64,56000.0,1592,0,1,-0.03746762589928057,0.12362224
191,0,10,5,10,1,1,1,1,1,0,0,118,65405.0,1662,0,0,-0.010507757404795485,-0.1195516
192,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,839,0,0,-0.17676136363636366,0.08956581
193,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1077,0,0,-0.008141210374639768,0.079179525
194,0,5,5,5,1,1,1,1,1,0,0,20,75000.0,1733,0,1,-0.019799713876967096,0.14000964
195,0,10,7,10,0,1,1,1,1,0,0,39,71000.0,1760,0,1,-0.01743988684582744,0.34610373
196,0,10,7,10,0,1,1,1,1,0,0,118,65405.0,1536,0,0,-0.0228005657708628,0.030132622
197,0,5,7,5,1,1,1,0,1,0,0,118,65405.0,1750,0,0,-0.009628571428571427,-0.113143146
198,0,5,5,5,1,1,1,1,1,0,0,87,55000.0,1028,0,1,-0.16745738636363636,0.20811424
199,0,5,5,5,1,1,1,1,1,0,0,63,56000.0,1457,1,0,2.153559943582511,0.19186535
200,0,7,7,3,1,1,1,1,0,1,0,71,108000.0,1585,1,0,-0.15923620933521926,0.1473059
201,0,10,10,2,1,1,1,1,0,1,0,78,89000.0,1583,1,0,-0.2678818443804035,0.056011945
202,0,10,7,10,0,1,1,1,1,0,0,48,83000.0,1377,0,1,-0.30499999999999994,0.4637695
203,0,5,7,5,1,1,1,0,1,0,0,118,65405.0,1719,0,0,-0.02492816091954024,-0.11231983
204,0,0,3,0,0,1,1,1,0,0,1,62,98000.0,1008,1,0,-0.10841068917018283,0.7559151
205,0,10,7,2,1,1,1,0,0,1,0,60,53000.0,881,1,0,-0.14376811594202898,0.19481942
206,0,5,7,5,1,1,1,0,1,0,0,118,65405.0,744,0,0,-0.034203730272596836,0.068422824
207,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1491,0,0,-0.0026445086705202308,-0.12015903
208,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1715,0,0,-0.09714285714285716,-0.11168903
209,0,7,7,3,1,1,1,1,0,1,0,77,61000.0,1734,0,1,-0.032956152758132955,-0.02457112
210,0,7,7,3,1,1,1,1,0,1,0,31,44000.0,1634,0,1,-0.022970297029702973,-0.016759574
211,0,7,7,3,1,1,1,1,0,1,0,56,99000.0,967,0,1,-0.3197176820208024,0.29092833
212,0,7,7,3,1,1,1,1,0,1,0,63,81000.0,1708,1,0,-0.08589999999999999,0.10145801
213,0,10,7,10,0,1,1,1,1,0,0,64,76000.0,1588,1,0,-0.07630747126436782,0.2328246
214,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1463,0,0,-0.11992679355783308,-0.06525183
215,0,0,4,0,1,1,1,0,0,0,1,52,80000.0,1586,1,0,-0.06523943661971833,0.23340455
216,0,7,7,3,1,1,1,1,0,1,0,82,99000.0,958,1,0,1.8237844967532464,0.3395909
217,0,7,7,3,1,1,1,1,0,1,0,27,70000.0,1800,0,1,-0.03393210749646392,0.15174186
218,0,10,10,2,1,1,1,1,0,1,0,60,115000.0,1359,1,0,3.6846676136363636,0.5137827
219,0,7,7,3,1,1,1,1,0,1,0,35,45000.0,1071,0,1,-0.055289957567185286,0.20529488
220,0,5,7,5,1,1,1,0,1,0,0,19,46000.0,756,0,1,-0.056267806267806274,0.16752371
221,0,10,10,2,1,1,1,1,0,1,0,62,114000.0,1644,0,1,-0.09960227272727272,0.26128763
222,0,10,10,2,1,1,1,1,0,1,0,69,80000.0,1369,0,1,-0.3831534090909091,0.2483125
223,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1670,0,0,0.16941531664212076,-0.1586209
224,0,10,5,10,1,1,1,1,1,0,0,45,61000.0,1088,1,0,-0.2622525107604017,0.30426633
225,0,10,10,2,1,1,1,1,0,1,0,63,31000.0,1223,1,0,0.35529899856938485,0.12378219
226,0,5,5,5,1,1,1,1,1,0,0,57,69000.0,1600,0,1,-0.32634696755994363,0.03214678
227,0,5,7,5,1,1,1,0,1,0,0,57,83000.0,980,0,1,-0.3609759547383311,0.24643773
228,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1377,0,0,0.4425142857142857,0.11979833
229,0,5,5,5,1,1,1,1,1,0,0,76,36000.0,1683,0,1,-0.01765867418899859,-0.10837799
230,0,10,10,2,1,1,1,1,0,1,0,55,53000.0,1819,1,0,-0.04622668579626973,-0.013298631
231,0,10,5,10,1,1,1,1,1,0,0,64,61000.0,1685,0,1,-0.02256410256410256,-0.024833143
232,0,20,10,5,1,1,0,0,0,1,0,48,82000.0,532,1,0,-0.17453125,0.08151686
233,0,10,10,2,1,1,1,1,0,1,0,20,33000.0,1652,0,0,1.0315255681818185,-0.05994177
234,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,1696,0,0,-0.0078,-0.12084979
235,0,20,10,5,1,1,0,0,0,1,0,48,71000.0,1565,0,1,1.2967753303964755,0.058742136
236,0,7,7,3,1,1,1,1,0,1,0,37,64000.0,1621,0,1,0.1512138728323699,0.1387659
237,0,5,7,5,1,1,1,0,1,0,0,49,104000.0,1484,1,0,-0.08226685796269728,0.24901137
238,0,10,10,2,1,1,1,1,0,1,0,37,60000.0,837,1,0,0.5711736011477762,0.29739642
239,0,20,10,5,1,1,0,0,0,1,0,70,73000.0,1620,0,1,-0.05853658536585365,0.016628385
240,0,10,10,2,1,1,1,1,0,1,0,118,65405.0,1254,0,0,-0.03447058823529412,0.079705626
241,0,0,4,0,1,1,1,0,0,0,1,42,52000.0,1602,0,1,-0.06516265912305515,0.11975321
242,0,0,3,0,0,1,1,1,0,0,1,37,69000.0,1176,0,1,-0.3237337192474674,0.8108188
243,0,10,7,2,1,1,1,0,0,1,0,89,82000.0,1785,0,1,-0.025828571428571426,0.038618
244,0,5,5,5,1,1,1,1,1,0,0,63,58000.0,998,1,0,-0.19290462427745667,0.26272798
245,0,10,10,2,1,1,1,1,0,1,0,35,42000.0,1500,0,1,-0.706747159090909,-0.051022172
246,0,10,7,10,0,1,1,1,1,0,0,62,96000.0,1435,1,0,-0.35741750358680063,0.3966178
247,0,20,10,5,1,1,0,0,0,1,0,118,65405.0,747,0,0,-0.04761363636363637,0.028978765
248,0,0,3,0,0,1,1,1,0,0,1,92,63000.0,1672,1,0,-0.020590717299578055,0.35640058
249,0,10,10,2,1,1,1,1,0,1,0,25,60000.0,445,1,0,0.1722881844380404,0.06758097
250,0,5,5,5,1,1,1,1,1,0,0,118,65405.0,1234,0,0,-0.028942172073342737,0.11757955
251,0,5,5,5,1,1,1,1,1,0,0,24,65000.0,847,0,1,-0.08488011283497884,0.25038564
252,0,0,3,0,0,1,1,1,0,0,1,89,38000.0,883,1,0,-0.1559915611814346,0.51147157
253,0,10,5,10,1,1,1,1,1,0,0,75,97000.0,775,0,1,-0.2923654390934844,0.24219042
254,0,10,10,2,1,1,1,1,0,1,0,37,72000.0,1791,0,1,-0.037869318181818185,0.16884434
255,0,5,5,5,1,1,1,1,1,0,0,118,65405.0,1340,0,0,-0.02699576868829337,0.117631584
256,0,10,7,10,0,1,1,1,1,0,0,42,49000.0,1187,0,1,-0.08017142857142857,0.37178978
257,0,7,7,3,1,1,1,1,0,1,0,118,65405.0,738,0,0,-0.06559540889526543,0.0658713
